x,y
0.40427572943030965,0.5558574056495009
0.5009660118628625,0.9241246580900191
0.8016790347150694,0.25527138414729444
0.2496560797589461,0.6422045744504671
0.6860059985000951,0.8813637278182341
0.10429981833391133,0.8467882693912603
0.165086430719534,0.5695405010087145
0.71558535542487,0.5898323803230957
0.6995189855524533,0.4315062926868326
0.8832469995948444,0.27379497631640837
0.14866658067501126,0.7361081242647988
0.7208156762273127,0.6584136388991556
0.8176162844638625,0.720354635332592
0.9880725484424627,0.35785888714640424
0.05871204770214267,0.37619189299124167
0.5344980597860075,0.9748109058256356
0.9086875014417697,0.11559573486048613
0.25398449629741626,0.09142997185342827
0.6613095444183185,0.9745589409394566
0.25539006738752335,0.805986178157167
0.40203690855216734,0.23593103634445867
0.25455798794418505,0.47054098284671664
0.2964317835072833,0.9571509948479207
0.7723256172618471,0.5085037063619514
0.8546446038491562,0.4968112434519023
0.8725434482750256,0.033426875699834935
0.5685673937881828,0.6321278223846207
0.5384823140906922,0.8949305633124361
0.17304043286305826,0.2858891989122142
0.5369123703932475,0.9752263215163866
0.38754280200426583,0.91807902724424
0.9037612485175002,0.18881629165027458
0.973413836722656,0.9697258988374695
0.3050517166133362,0.6877472258225726
0.22345561443030404,0.669893278484797
0.28101484495440276,0.5912981023860572
0.779792623966302,0.5420941664268956
0.1598918905860417,0.3808023084457599
0.9678894628180533,0.3158158454689577
0.5665893280739559,0.4036650710309291
0.8016696101819712,0.9724397014104701
0.1745193277408199,0.6377267745609723
0.39962058152527624,0.9610256647334666
0.37880046288333125,0.0395511604152784
0.6120841620140745,0.41954816973426234
0.842402568478603,0.8196756811181627
0.5709353315983736,0.8884969604255204
0.4870336333931641,0.3510371530906551
0.5768016162408424,0.8759051683726249
0.1860942649914472,0.38846720442528504
0.9816090318651024,0.21240044342115905
0.3606368250906241,0.5699751839267853
0.2597543719872937,0.12721339863434244
0.07139811203523183,0.3177995929727986
0.35777858770442283,0.16303267067241423
0.9277044307045065,0.1582088521102203
0.07785703018920598,0.8604175621295188
0.15226244430006586,0.49681364466166356
0.36177153341261115,0.8522869190206295
0.7049484291598107,0.327215615615588
0.2775356987485743,0.6021496261582089
0.8164433374417844,0.2675335915905662
0.24045021879723805,0.10021815004715662
0.14367880024412483,0.23813532636508683
0.776001754587499,0.7916045805971574
0.6247283332114192,0.06413659085382051
0.4478963979693358,0.4395095178307694
0.4226345224031044,0.5530315755531122
0.435381653004544,0.9674388839876876
0.2587578861181329,0.7748820060328762
0.80724122820925,0.710705104493474
0.07250933447794683,0.6312201067032409
0.1467575110537369,0.7716319745949867
0.38547528629942207,0.6525247531490219
0.8069332490624255,0.5221543965895075
0.765394136415954,0.9884602810847936
0.25369803570552296,0.8414698639245287
0.5068469308615918,0.3595884219406692
0.5707044325349001,0.39250954168924
0.34881750682487156,0.10282697967595822
0.7225388661335072,0.11227272800450694
0.7604041996372692,0.7144201451525624
0.8189308950893446,0.5466028555400901
0.5327419795098904,0.20931331103153616
0.5006846934855272,0.7663095981581661
0.46247114421219215,0.737942405652406
0.44489270456888164,0.14741763282195608
0.9327471814116339,0.33389136834565447
0.024157628643702522,0.13710336915788646
0.8552090561593271,0.9979012474156408
0.27713206398140366,0.6379176039858887
0.6787050728715976,0.5212476961866488
0.22419071352511788,0.3166533570123585
0.2440605484376186,0.7267602951260601
0.24261078344500253,0.2782972385429111
0.38566765336073316,0.6473586923759936
0.7133793445871783,0.009589987890170959
0.31530832154457833,0.9998040248926019
0.954328345111186,0.40746692805379725
0.6892482989687491,0.1896809335664532
0.7323183236667311,0.5495352199552725
0.25123817741452825,0.9068547825398793
0.4898019307696114,0.5920111534854766
0.656058772979171,0.29126960324720286
0.19092449076488838,0.04654141313973592
0.05499873613067119,0.6070275663336839
0.5233437116247076,0.7272004392250778
0.027703650363260945,0.6005478520861322
0.9832244187607412,0.733376693574104
0.9454856949536637,0.3259331969403829
0.36258282470947745,0.36962067835320667
0.910249931034345,0.6442627728621441
0.13174143616355738,0.9974723453618435
0.7046492193733298,0.422456392692964
0.06288941038268026,0.09014078634491518
0.8388877988769912,0.2256922236709683
0.25672256281461125,0.23285656902243634
0.14979102718038562,0.44064934509185516
0.4990319183733596,0.19100025596393533
0.7582781367510018,0.16852457773641794
0.6564991261533742,0.6842995533767289
0.20741542126838486,0.5604848884607793
0.1853921285138963,0.21278163360026403
0.986482291512718,0.7357754843232497
0.28231697319318516,0.7102764712515743
0.9180149872086479,0.4354965095800053
0.053053689491520895,0.9567050651215727
0.3660307521502284,0.7615768440227504
0.8492228712807416,0.7550446645136788
0.420010362732565,0.7532745748264997
0.4559803003570768,0.9998231001379376
0.8937826643365829,0.7024685348196603
0.08596831697608187,0.7033519851735525
0.34604333114584074,0.9619207460226841
0.23935580659604994,0.34015429997177216
0.05758241153787924,0.5793601409468152
0.3930607637432012,0.5627731653712681
0.6620734686633357,0.7774307016539079
0.3532334892345239,0.6312687378647227
0.5429669029343508,0.1523616363345448
0.09539976298167263,0.411778505869105
0.8937377794136846,0.5924747256540538
0.4727165607318,0.6834342976004535
0.16696383586277141,0.4419190454774159
0.8601139694652543,0.3593654814923508
0.3171616953935835,0.22624813194488858
0.6355905000592351,0.6371897616722626
0.8924811739978334,0.38091569111995727
0.7146286821625764,0.9842713206865389
0.7784902707160478,0.10702166446770511
0.2761645037020034,0.8175502230854118
0.9188844735308345,0.8893568136753661
0.6657915811418833,0.15662022952770494
0.5003871665432574,0.34852721723246005
0.20498941472245558,0.6422040182019239
0.9521884754868083,0.35957649199110053
0.7627831504437018,0.8929726985241292
0.19603656350551057,0.775274519619089
0.13810160327594578,0.4445752022811428
0.43898893051589494,0.6243166058089573
0.6856468371300515,0.6841064756338392
0.25663877810179225,0.05706692520991141
0.19041123728236542,0.4317637817856834
0.43426289347545266,0.47925241744426494
0.3635479122213304,0.8199126869417271
0.4161246724351303,0.7837621586804598
0.4647285385699087,0.8902828461019109
0.7711898038413857,0.7392398912182745
0.4510598537107775,0.26314728055107195
0.397078085595856,0.43418708095399805
0.5326790057068712,0.832854024658624
0.2691619880208034,0.9827197579265534
0.3361536469039442,0.20642367939183126
0.11481042612772052,0.6605042348052085
0.7598119931994226,0.6584822478464473
0.048396147966202285,0.8624731920127788
0.4323846951324094,0.634179945857199
0.2794560742026141,0.1536103783262921
0.6618516771322355,0.4825402242720911
0.711097937656128,0.8885719880627884
0.712305577889229,0.7745955028509113
0.185720238951547,0.17471097342950692
0.12018058616701444,0.3942723608494071
0.18981673008026168,0.5389610189199923
0.764691934276853,0.39932546324061846
0.6283155160542009,0.09774333372168853
0.3019146634242402,0.896711849088598
0.5095187207744203,0.18531108218847292
0.994406841761364,0.6157917863206908
0.10916806696235148,0.5730826969016548
0.6186213691273101,0.14790525408332778
0.03397150272692495,0.1210139417309316
0.25690836129395556,0.30028269219314985
0.65939085933747,0.2863439200055813
0.7977603914353186,0.979729704695045
0.8087633457379364,0.155787917086476
0.4920840968173935,0.42168360721993425
0.5530952942525631,0.3590427288763297
0.780481723302467,0.29394123695056773
0.2818645459057677,0.8595487162994773
0.14188436773368174,0.5870446677081719
0.7793261095927305,0.47683379618620647
0.16252913236546496,0.5302473565504312
0.2584797726459773,0.5073012466699227
0.5835188519868177,0.29091407529088487
0.5338308643346819,0.13025078116644528
0.6214094589986819,0.5884575297903768
0.16572760645047035,0.6403524074602214
0.7319811069763416,0.43390769402443985
0.9066572002697237,0.12205316320707915
0.3169647105634653,0.06902422568962607
0.6302059957862911,0.5006747455429841
0.46353207112795414,0.25443963908918665
0.1730623045154308,0.698593868981802
0.10081393716617681,0.175518589284271
0.3228086704782631,0.7326448476495332
0.5870480267595783,0.33619850759720293
0.5596075179385515,0.08817752688391456
0.9866618486881249,0.2758188178878027
0.6006747791126336,0.36250025829235333
0.4298783531549275,0.73618618397065
0.3312017660235774,0.49237210698829315
0.22142360153739737,0.8050829572798585
0.5053681105686465,0.9991601197159035
0.6339791466773513,0.8817360271962452
0.17954758476336752,0.24587965297157377
0.2974636874972074,0.010588398755483897
0.7872634477404519,0.1903056060990308
0.43923788706569833,0.5137761418535883
0.4947566832237621,0.4187674105003898
0.8205717389684134,0.840717438085033
0.19981254478847732,0.30710240619027873
0.301652642761461,0.383656641452915
0.10394037607543993,0.9946120376317703
0.7399206296114331,0.6180622954238026
0.38483140740534416,0.6415514726210515
0.3516783856393454,0.7451554243718773
0.038779531525599875,0.5748675760967393
0.7266722218022423,0.5101998298155888
0.4713595619436336,0.5375870855459831
0.4330560296331464,0.7218237636828714
0.9640656544843564,0.35494040709100383
0.707900060533358,0.6462622083277307
0.3170251354733794,0.8192490657963194
0.251682646933751,0.11214961201023688
0.6409263147440872,0.323641382979885
0.16539554250226896,0.08809532150926691
0.5513043696481761,0.46216973138951545
0.35189486694693095,0.31693837783083323
0.6948048891385044,0.3050469775025423
0.26385871196869815,0.058597761247835
0.57157417901642,0.7865255696723104
0.6391724007607137,0.47438752514717286
0.3263150305785335,0.15662106106120666
0.5605003016489994,0.5905394689162121
0.5683059695419949,0.09634946999904459
0.18739835744831213,0.9253064468768467
0.7580890690011727,0.7885317919040348
0.7435280484866915,0.04337175962379758
0.2703075214942122,0.3276504406556745
0.8151958162216895,0.07418625657639133
0.09548924202833531,0.8320993565985537
0.29141714736737556,0.8956388245886788
0.07977872708802192,0.4425551616294948
0.48162148858374665,0.9155857321599153
0.7075660328041602,0.24244393378306783
0.7072917029619673,0.6469022211114082
0.9783377549294341,0.5943318027086603
0.9888100822216312,0.7454170662432184
0.3939890705654989,0.6633925179026401
0.888061800728292,0.8821710741748044
0.12603835638536487,0.5092546156285389
0.9081145432605,0.027010221977750826
0.504137786328714,0.07469315695917178
0.25393213200360043,0.24048698694545367
0.46118135793864334,0.3576591097631008
0.6676806510288152,0.6070975159535618
0.042465787447684256,0.9431410171477375
0.4352611975544536,0.5752687779286827
0.02721579185440648,0.4828430344330107
0.04629190747784373,0.7960882508074683
0.2723863559959053,0.06827829767583316
0.16540101394885043,0.2477698222966146
0.5279348714562981,0.2766363066251747
0.7014355126073104,0.43557353968369883
0.8614744787556983,0.9498019376284039
0.5788257637372146,0.0363824133210956
0.5490001261304188,0.6892551561478611
0.769585953274978,0.39627575137459137
0.26642566311479476,0.44252911094217107
0.15279469083104447,0.864159162462899
0.390661630531828,0.9595304508762522
0.828090877488357,0.3906808674507851
0.4440515450005691,0.1908846643248836
0.24071621273261756,0.8758248207141951
0.622181440863364,0.43092471408658617
0.11234092965953835,0.783806264436067
0.7812419007453664,0.11514083208050896
0.2935630270831341,0.914306557099986
0.6140103170338261,0.7494626134023906
0.057633788272041686,0.1330474627492988
0.3589068820935817,0.2568837457046226
0.59875161719624,0.68015484707582
0.17979317546499485,0.6497206531325183
0.9895009075531344,0.21882847718490606
0.9801965210198974,0.934403904769761
0.9331389365945444,0.451888647174707
0.4145319692785574,0.7399570883740644
0.703186890978609,0.5577970944302597
0.3081006365008575,0.209265923339498
0.8528387179913068,0.2148682067097316
0.7492680877890727,0.535382683038984
